,Number of combinations,Conditions,Loan,No Loan,Conversion Ratio
293,2.0,(df['Education'] >= 2) & (df['Online'] == 0),147.0,1028.0,12.51063829787234
294,2.0,(df['Education'] >= 2) & (df['Online'] == 1),240.0,1489.0,13.880855986119144
295,2.0,(df['Education'] >= 3) & (df['Online'] == 0),86.0,546.0,13.60759493670886
296,2.0,(df['Education'] >= 3) & (df['Online'] == 1),119.0,750.0,13.693901035673187
297,2.0,(df['Education'] >= 1) & (df['CreditCard'] == 0),337.0,3193.0,9.546742209631729
298,2.0,(df['Education'] >= 1) & (df['CreditCard'] == 1),143.0,1327.0,9.727891156462585
299,2.0,(df['Education'] >= 2) & (df['CreditCard'] == 0),276.0,1791.0,13.352685050798257
300,2.0,(df['Education'] >= 2) & (df['CreditCard'] == 1),111.0,726.0,13.261648745519713
301,2.0,(df['Education'] >= 3) & (df['CreditCard'] == 0),146.0,918.0,13.721804511278195
302,2.0,(df['Education'] >= 3) & (df['CreditCard'] == 1),59.0,378.0,13.501144164759726
303,2.0,(df['Education'] >= 1) & (df['ZIPCode Prefix'] >= 90),480.0,4520.0,9.6
304,2.0,(df['Education'] >= 1) & (df['ZIPCode Prefix'] >= 91),413.0,3884.0,9.611356760530603
305,2.0,(df['Education'] >= 1) & (df['ZIPCode Prefix'] >= 92),358.0,3374.0,9.592711682743838
306,2.0,(df['Education'] >= 1) & (df['ZIPCode Prefix'] >= 93),264.0,2480.0,9.620991253644315
307,2.0,(df['Education'] >= 1) & (df['ZIPCode Prefix'] >= 94),221.0,2106.0,9.497206703910614
308,2.0,(df['Education'] >= 1) & (df['ZIPCode Prefix'] >= 95),83.0,772.0,9.707602339181287
309,2.0,(df['Education'] >= 1) & (df['ZIPCode Prefix'] >= 96),3.0,37.0,7.5
310,2.0,(df['Education'] >= 2) & (df['ZIPCode Prefix'] >= 90),387.0,2517.0,13.326446280991735
311,2.0,(df['Education'] >= 2) & (df['ZIPCode Prefix'] >= 91),333.0,2184.0,13.230035756853397
312,2.0,(df['Education'] >= 2) & (df['ZIPCode Prefix'] >= 92),289.0,1888.0,13.275149288011024
313,2.0,(df['Education'] >= 2) & (df['ZIPCode Prefix'] >= 93),220.0,1387.0,13.690105787181084
314,2.0,(df['Education'] >= 2) & (df['ZIPCode Prefix'] >= 94),186.0,1175.0,13.66642174871418
315,2.0,(df['Education'] >= 2) & (df['ZIPCode Prefix'] >= 95),68.0,423.0,13.849287169042771
316,2.0,(df['Education'] >= 2) & (df['ZIPCode Prefix'] >= 96),3.0,20.0,13.043478260869565
317,2.0,(df['Education'] >= 3) & (df['ZIPCode Prefix'] >= 90),205.0,1296.0,13.657561625582945
318,2.0,(df['Education'] >= 3) & (df['ZIPCode Prefix'] >= 91),173.0,1118.0,13.400464756003098
319,2.0,(df['Education'] >= 3) & (df['ZIPCode Prefix'] >= 92),151.0,958.0,13.615870153291254
320,2.0,(df['Education'] >= 3) & (df['ZIPCode Prefix'] >= 93),110.0,688.0,13.784461152882205
321,2.0,(df['Education'] >= 3) & (df['ZIPCode Prefix'] >= 94),93.0,564.0,14.15525114155251
322,2.0,(df['Education'] >= 3) & (df['ZIPCode Prefix'] >= 95),35.0,202.0,14.767932489451477
323,2.0,(df['Education'] >= 3) & (df['ZIPCode Prefix'] >= 96),2.0,11.0,15.384615384615385
324,2.0,(df['Education'] >= 1) & (df['CCAvg'] >= 0.0),480.0,4520.0,9.6
325,2.0,(df['Education'] >= 1) & (df['CCAvg'] >= 1.0),433.0,2884.0,13.05396442568586
326,2.0,(df['Education'] >= 1) & (df['CCAvg'] >= 2.0),388.0,1553.0,19.989696032972695
327,2.0,(df['Education'] >= 1) & (df['CCAvg'] >= 3.0),332.0,570.0,36.80709534368071
328,2.0,(df['Education'] >= 1) & (df['CCAvg'] >= 4.0),228.0,355.0,39.108061749571185
329,2.0,(df['Education'] >= 1) & (df['CCAvg'] >= 5.0),147.0,217.0,40.38461538461539
330,2.0,(df['Education'] >= 1) & (df['CCAvg'] >= 6.0),84.0,183.0,31.46067415730337
331,2.0,(df['Education'] >= 1) & (df['CCAvg'] >= 7.0),38.0,97.0,28.14814814814815
332,2.0,(df['Education'] >= 1) & (df['CCAvg'] >= 8.0),17.0,34.0,33.33333333333333
333,2.0,(df['Education'] >= 1) & (df['CCAvg'] >= 9.0),6.0,0.0,100.0
334,2.0,(df['Education'] >= 2) & (df['CCAvg'] >= 0.0),387.0,2517.0,13.326446280991735
335,2.0,(df['Education'] >= 2) & (df['CCAvg'] >= 1.0),354.0,1517.0,18.92036344200962
336,2.0,(df['Education'] >= 2) & (df['CCAvg'] >= 2.0),318.0,656.0,32.648870636550306
337,2.0,(df['Education'] >= 2) & (df['CCAvg'] >= 3.0),269.0,110.0,70.97625329815304
338,2.0,(df['Education'] >= 2) & (df['CCAvg'] >= 4.0),187.0,35.0,84.23423423423422
339,2.0,(df['Education'] >= 2) & (df['CCAvg'] >= 5.0),124.0,0.0,100.0
340,2.0,(df['Education'] >= 2) & (df['CCAvg'] >= 6.0),73.0,0.0,100.0
341,2.0,(df['Education'] >= 2) & (df['CCAvg'] >= 7.0),35.0,0.0,100.0
342,2.0,(df['Education'] >= 2) & (df['CCAvg'] >= 8.0),15.0,0.0,100.0
343,2.0,(df['Education'] >= 2) & (df['CCAvg'] >= 9.0),6.0,0.0,100.0
344,2.0,(df['Education'] >= 3) & (df['CCAvg'] >= 0.0),205.0,1296.0,13.657561625582945
345,2.0,(df['Education'] >= 3) & (df['CCAvg'] >= 1.0),185.0,754.0,19.701810436634716
346,2.0,(df['Education'] >= 3) & (df['CCAvg'] >= 2.0),167.0,342.0,32.80943025540275
347,2.0,(df['Education'] >= 3) & (df['CCAvg'] >= 3.0),141.0,78.0,64.38356164383562
348,2.0,(df['Education'] >= 3) & (df['CCAvg'] >= 4.0),99.0,35.0,73.88059701492537
349,2.0,(df['Education'] >= 3) & (df['CCAvg'] >= 5.0),69.0,0.0,100.0
350,2.0,(df['Education'] >= 3) & (df['CCAvg'] >= 6.0),42.0,0.0,100.0
351,2.0,(df['Education'] >= 3) & (df['CCAvg'] >= 7.0),20.0,0.0,100.0
352,2.0,(df['Education'] >= 3) & (df['CCAvg'] >= 8.0),9.0,0.0,100.0
353,2.0,(df['Education'] >= 3) & (df['CCAvg'] >= 9.0),3.0,0.0,100.0
354,2.0,(df['Education'] >= 1) & (df['Age'] >= 22.0),480.0,4520.0,9.6
355,2.0,(df['Education'] >= 1) & (df['Age'] >= 27.0),467.0,4362.0,9.670739283495548
356,2.0,(df['Education'] >= 1) & (df['Age'] >= 32.0),407.0,3844.0,9.574217831098565
357,2.0,(df['Education'] >= 1) & (df['Age'] >= 36.0),346.0,3380.0,9.286097691894794
358,2.0,(df['Education'] >= 1) & (df['Age'] >= 41.0),296.0,2844.0,9.42675159235669
359,2.0,(df['Education'] >= 1) & (df['Age'] >= 45.0),245.0,2363.0,9.394171779141104
360,2.0,(df['Education'] >= 1) & (df['Age'] >= 49.0),197.0,1926.0,9.279321714554875
361,2.0,(df['Education'] >= 1) & (df['Age'] >= 54.0),138.0,1346.0,9.299191374663073
362,2.0,(df['Education'] >= 1) & (df['Age'] >= 58.0),88.0,861.0,9.272918861959958
363,2.0,(df['Education'] >= 1) & (df['Age'] >= 63.0),38.0,264.0,12.582781456953644
364,2.0,(df['Education'] >= 2) & (df['Age'] >= 22.0),387.0,2517.0,13.326446280991735
365,2.0,(df['Education'] >= 2) & (df['Age'] >= 27.0),375.0,2431.0,13.364219529579472
366,2.0,(df['Education'] >= 2) & (df['Age'] >= 32.0),326.0,2142.0,13.209076175040519
367,2.0,(df['Education'] >= 2) & (df['Age'] >= 36.0),272.0,1916.0,12.431444241316271
368,2.0,(df['Education'] >= 2) & (df['Age'] >= 41.0),234.0,1606.0,12.717391304347824
369,2.0,(df['Education'] >= 2) & (df['Age'] >= 45.0),199.0,1343.0,12.905317769131
370,2.0,(df['Education'] >= 2) & (df['Age'] >= 49.0),160.0,1126.0,12.441679626749611
371,2.0,(df['Education'] >= 2) & (df['Age'] >= 54.0),112.0,778.0,12.584269662921349
372,2.0,(df['Education'] >= 2) & (df['Age'] >= 58.0),72.0,481.0,13.01989150090416
373,2.0,(df['Education'] >= 2) & (df['Age'] >= 63.0),29.0,168.0,14.720812182741117
374,2.0,(df['Education'] >= 3) & (df['Age'] >= 22.0),205.0,1296.0,13.657561625582945
375,2.0,(df['Education'] >= 3) & (df['Age'] >= 27.0),200.0,1251.0,13.783597518952448
376,2.0,(df['Education'] >= 3) & (df['Age'] >= 32.0),178.0,1120.0,13.713405238828969
377,2.0,(df['Education'] >= 3) & (df['Age'] >= 36.0),143.0,1026.0,12.23267750213858
378,2.0,(df['Education'] >= 3) & (df['Age'] >= 41.0),123.0,868.0,12.4117053481332
379,2.0,(df['Education'] >= 3) & (df['Age'] >= 45.0),107.0,694.0,13.358302122347066
380,2.0,(df['Education'] >= 3) & (df['Age'] >= 49.0),86.0,588.0,12.759643916913946
381,2.0,(df['Education'] >= 3) & (df['Age'] >= 54.0),58.0,438.0,11.693548387096774
382,2.0,(df['Education'] >= 3) & (df['Age'] >= 58.0),39.0,262.0,12.956810631229235
383,2.0,(df['Education'] >= 3) & (df['Age'] >= 63.0),15.0,96.0,13.513513513513514
384,2.0,(df['Education'] >= 1) & (df['Experience'] >= 0.0),480.0,4520.0,9.6
385,2.0,(df['Education'] >= 1) & (df['Experience'] >= 5.0),430.0,4103.0,9.485991617030665
386,2.0,(df['Education'] >= 1) & (df['Experience'] >= 10.0),354.0,3527.0,9.121360474104613
387,2.0,(df['Education'] >= 1) & (df['Experience'] >= 14.0),307.0,3121.0,8.95565927654609
388,2.0,(df['Education'] >= 1) & (df['Experience'] >= 19.0),260.0,2533.0,9.308986752595775
389,2.0,(df['Education'] >= 1) & (df['Experience'] >= 24.0),192.0,1885.0,9.244102070293692
390,2.0,(df['Education'] >= 1) & (df['Experience'] >= 29.0),135.0,1272.0,9.594882729211088
391,2.0,(df['Education'] >= 1) & (df['Experience'] >= 33.0),84.0,815.0,9.343715239154617
392,2.0,(df['Education'] >= 1) & (df['Experience'] >= 38.0),29.0,255.0,10.211267605633804
393,2.0,(df['Education'] >= 2) & (df['Experience'] >= 0.0),387.0,2517.0,13.326446280991735
394,2.0,(df['Education'] >= 2) & (df['Experience'] >= 5.0),346.0,2281.0,13.17091739626951
395,2.0,(df['Education'] >= 2) & (df['Experience'] >= 10.0),280.0,1981.0,12.38390092879257
396,2.0,(df['Education'] >= 2) & (df['Experience'] >= 14.0),242.0,1752.0,12.13640922768305
397,2.0,(df['Education'] >= 2) & (df['Experience'] >= 19.0),208.0,1423.0,12.752912323727776
398,2.0,(df['Education'] >= 2) & (df['Experience'] >= 24.0),155.0,1083.0,12.520193861066236
399,2.0,(df['Education'] >= 2) & (df['Experience'] >= 29.0),109.0,709.0,13.32518337408313
400,2.0,(df['Education'] >= 2) & (df['Experience'] >= 33.0),67.0,441.0,13.188976377952756
401,2.0,(df['Education'] >= 2) & (df['Experience'] >= 38.0),20.0,156.0,11.363636363636363
402,2.0,(df['Education'] >= 3) & (df['Experience'] >= 0.0),205.0,1296.0,13.657561625582945
403,2.0,(df['Education'] >= 3) & (df['Experience'] >= 5.0),187.0,1180.0,13.679590343818582
404,2.0,(df['Education'] >= 3) & (df['Experience'] >= 10.0),148.0,1050.0,12.353923205342237
405,2.0,(df['Education'] >= 3) & (df['Experience'] >= 14.0),128.0,945.0,11.929170549860205
406,2.0,(df['Education'] >= 3) & (df['Experience'] >= 19.0),112.0,751.0,12.977983777520278
407,2.0,(df['Education'] >= 3) & (df['Experience'] >= 24.0),82.0,565.0,12.673879443585781
408,2.0,(df['Education'] >= 3) & (df['Experience'] >= 29.0),58.0,377.0,13.333333333333334
409,2.0,(df['Education'] >= 3) & (df['Experience'] >= 33.0),35.0,230.0,13.20754716981132
410,2.0,(df['Education'] >= 3) & (df['Experience'] >= 38.0),10.0,78.0,11.363636363636363
411,2.0,(df['Education'] >= 1) & (df['Income'] >= 7.0),480.0,4520.0,9.6
412,2.0,(df['Education'] >= 1) & (df['Income'] >= 62.0),479.0,2132.0,18.345461509000383
413,2.0,(df['Education'] >= 1) & (df['Income'] >= 116.0),381.0,541.0,41.3232104121475
414,2.0,(df['Education'] >= 1) & (df['Income'] >= 170.0),139.0,122.0,53.25670498084292
415,2.0,(df['Education'] >= 2) & (df['Income'] >= 7.0),387.0,2517.0,13.326446280991735
416,2.0,(df['Education'] >= 2) & (df['Income'] >= 62.0),387.0,923.0,29.541984732824428
417,2.0,(df['Education'] >= 2) & (df['Income'] >= 116.0),314.0,0.0,100.0
418,2.0,(df['Education'] >= 2) & (df['Income'] >= 170.0),117.0,0.0,100.0
419,2.0,(df['Education'] >= 3) & (df['Income'] >= 7.0),205.0,1296.0,13.657561625582945
420,2.0,(df['Education'] >= 3) & (df['Income'] >= 62.0),205.0,491.0,29.454022988505745
421,2.0,(df['Education'] >= 3) & (df['Income'] >= 116.0),168.0,0.0,100.0
422,2.0,(df['Education'] >= 3) & (df['Income'] >= 170.0),60.0,0.0,100.0
423,2.0,(df['Education'] >= 1) & (df['Mortgage'] >= -2.0),480.0,4520.0,9.6
424,2.0,(df['Education'] >= 1) & (df['Mortgage'] >= 159.0),131.0,593.0,18.093922651933703
425,2.0,(df['Education'] >= 1) & (df['Mortgage'] >= 318.0),63.0,100.0,38.65030674846626
426,2.0,(df['Education'] >= 1) & (df['Mortgage'] >= 476.0),19.0,12.0,61.29032258064516
427,2.0,(df['Education'] >= 2) & (df['Mortgage'] >= -2.0),387.0,2517.0,13.326446280991735
428,2.0,(df['Education'] >= 2) & (df['Mortgage'] >= 159.0),99.0,277.0,26.329787234042552
429,2.0,(df['Education'] >= 2) & (df['Mortgage'] >= 318.0),49.0,19.0,72.05882352941177
430,2.0,(df['Education'] >= 2) & (df['Mortgage'] >= 476.0),16.0,0.0,100.0
431,2.0,(df['Education'] >= 3) & (df['Mortgage'] >= -2.0),205.0,1296.0,13.657561625582945
432,2.0,(df['Education'] >= 3) & (df['Mortgage'] >= 159.0),55.0,149.0,26.96078431372549
433,2.0,(df['Education'] >= 3) & (df['Mortgage'] >= 318.0),26.0,6.0,81.25
434,2.0,(df['Education'] >= 3) & (df['Mortgage'] >= 476.0),8.0,0.0,100.0
435,2.0,(df['Securities Account'] == 0) & (df['CD Account'] == 0),331.0,3992.0,7.6567198704603285
436,2.0,(df['Securities Account'] == 0) & (df['CD Account'] == 1),89.0,66.0,57.41935483870968
437,2.0,(df['Securities Account'] == 1) & (df['CD Account'] == 0),9.0,366.0,2.4
438,2.0,(df['Securities Account'] == 1) & (df['CD Account'] == 1),51.0,96.0,34.69387755102041
439,2.0,(df['Securities Account'] == 0) & (df['Online'] == 0),170.0,1645.0,9.366391184573002
440,2.0,(df['Securities Account'] == 0) & (df['Online'] == 1),250.0,2413.0,9.38790837401427
441,2.0,(df['Securities Account'] == 1) & (df['Online'] == 0),19.0,182.0,9.45273631840796
442,2.0,(df['Securities Account'] == 1) & (df['Online'] == 1),41.0,280.0,12.77258566978193
443,2.0,(df['Securities Account'] == 0) & (df['CreditCard'] == 0),294.0,2857.0,9.330371310695018
444,2.0,(df['Securities Account'] == 0) & (df['CreditCard'] == 1),126.0,1201.0,9.495101733232856
445,2.0,(df['Securities Account'] == 1) & (df['CreditCard'] == 0),43.0,336.0,11.345646437994723
446,2.0,(df['Securities Account'] == 1) & (df['CreditCard'] == 1),17.0,126.0,11.888111888111888
447,2.0,(df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 90),420.0,4058.0,9.379187137114783
448,2.0,(df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 91),363.0,3486.0,9.431021044427123
449,2.0,(df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 92),315.0,3026.0,9.428314875785693
450,2.0,(df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 93),228.0,2228.0,9.283387622149837
451,2.0,(df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 94),189.0,1893.0,9.077809798270893
452,2.0,(df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 95),73.0,698.0,9.46822308690013
453,2.0,(df['Securities Account'] == 0) & (df['ZIPCode Prefix'] >= 96),2.0,33.0,5.714285714285714
454,2.0,(df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 90),60.0,462.0,11.494252873563218
455,2.0,(df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 91),50.0,398.0,11.160714285714286
456,2.0,(df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 92),43.0,348.0,10.997442455242968
457,2.0,(df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 93),36.0,252.0,12.5
458,2.0,(df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 94),32.0,213.0,13.061224489795919
459,2.0,(df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 95),10.0,74.0,11.904761904761903
460,2.0,(df['Securities Account'] == 1) & (df['ZIPCode Prefix'] >= 96),1.0,4.0,20.0
461,2.0,(df['Securities Account'] == 0) & (df['CCAvg'] >= 0.0),420.0,4058.0,9.379187137114783
462,2.0,(df['Securities Account'] == 0) & (df['CCAvg'] >= 1.0),377.0,2578.0,12.758037225042301
463,2.0,(df['Securities Account'] == 0) & (df['CCAvg'] >= 2.0),336.0,1380.0,19.58041958041958
464,2.0,(df['Securities Account'] == 0) & (df['CCAvg'] >= 3.0),289.0,511.0,36.125
465,2.0,(df['Securities Account'] == 0) & (df['CCAvg'] >= 4.0),196.0,321.0,37.9110251450677
466,2.0,(df['Securities Account'] == 0) & (df['CCAvg'] >= 5.0),125.0,196.0,38.940809968847354
467,2.0,(df['Securities Account'] == 0) & (df['CCAvg'] >= 6.0),75.0,167.0,30.991735537190085
468,2.0,(df['Securities Account'] == 0) & (df['CCAvg'] >= 7.0),37.0,88.0,29.599999999999998
469,2.0,(df['Securities Account'] == 0) & (df['CCAvg'] >= 8.0),16.0,29.0,35.55555555555556
470,2.0,(df['Securities Account'] == 0) & (df['CCAvg'] >= 9.0),6.0,0.0,100.0
471,2.0,(df['Securities Account'] == 1) & (df['CCAvg'] >= 0.0),60.0,462.0,11.494252873563218
472,2.0,(df['Securities Account'] == 1) & (df['CCAvg'] >= 1.0),56.0,306.0,15.469613259668508
473,2.0,(df['Securities Account'] == 1) & (df['CCAvg'] >= 2.0),52.0,173.0,23.11111111111111
474,2.0,(df['Securities Account'] == 1) & (df['CCAvg'] >= 3.0),43.0,59.0,42.15686274509804
475,2.0,(df['Securities Account'] == 1) & (df['CCAvg'] >= 4.0),32.0,34.0,48.484848484848484
476,2.0,(df['Securities Account'] == 1) & (df['CCAvg'] >= 5.0),22.0,21.0,51.162790697674424
477,2.0,(df['Securities Account'] == 1) & (df['CCAvg'] >= 6.0),9.0,16.0,36.0
478,2.0,(df['Securities Account'] == 1) & (df['CCAvg'] >= 7.0),1.0,9.0,10.0
479,2.0,(df['Securities Account'] == 1) & (df['CCAvg'] >= 8.0),1.0,5.0,16.666666666666664
480,2.0,(df['Securities Account'] == 0) & (df['Age'] >= 22.0),420.0,4058.0,9.379187137114783
481,2.0,(df['Securities Account'] == 0) & (df['Age'] >= 27.0),408.0,3918.0,9.43134535367545
482,2.0,(df['Securities Account'] == 0) & (df['Age'] >= 32.0),354.0,3442.0,9.325605900948366
483,2.0,(df['Securities Account'] == 0) & (df['Age'] >= 36.0),301.0,3029.0,9.03903903903904
484,2.0,(df['Securities Account'] == 0) & (df['Age'] >= 41.0),258.0,2554.0,9.174964438122332
485,2.0,(df['Securities Account'] == 0) & (df['Age'] >= 45.0),217.0,2127.0,9.257679180887372
486,2.0,(df['Securities Account'] == 0) & (df['Age'] >= 49.0),174.0,1731.0,9.133858267716535
487,2.0,(df['Securities Account'] == 0) & (df['Age'] >= 54.0),122.0,1205.0,9.193669932177844
488,2.0,(df['Securities Account'] == 0) & (df['Age'] >= 58.0),80.0,777.0,9.334889148191365
489,2.0,(df['Securities Account'] == 0) & (df['Age'] >= 63.0),33.0,238.0,12.177121771217712
490,2.0,(df['Securities Account'] == 1) & (df['Age'] >= 22.0),60.0,462.0,11.494252873563218
491,2.0,(df['Securities Account'] == 1) & (df['Age'] >= 27.0),59.0,444.0,11.72962226640159
492,2.0,(df['Securities Account'] == 1) & (df['Age'] >= 32.0),53.0,402.0,11.648351648351648
493,2.0,(df['Securities Account'] == 1) & (df['Age'] >= 36.0),45.0,351.0,11.363636363636363
494,2.0,(df['Securities Account'] == 1) & (df['Age'] >= 41.0),38.0,290.0,11.585365853658537
495,2.0,(df['Securities Account'] == 1) & (df['Age'] >= 45.0),28.0,236.0,10.606060606060606
496,2.0,(df['Securities Account'] == 1) & (df['Age'] >= 49.0),23.0,195.0,10.550458715596331
497,2.0,(df['Securities Account'] == 1) & (df['Age'] >= 54.0),16.0,141.0,10.191082802547772
498,2.0,(df['Securities Account'] == 1) & (df['Age'] >= 58.0),8.0,84.0,8.695652173913043
499,2.0,(df['Securities Account'] == 1) & (df['Age'] >= 63.0),5.0,26.0,16.129032258064516
500,2.0,(df['Securities Account'] == 0) & (df['Experience'] >= 0.0),420.0,4058.0,9.379187137114783
501,2.0,(df['Securities Account'] == 0) & (df['Experience'] >= 5.0),375.0,3678.0,9.25240562546262
502,2.0,(df['Securities Account'] == 0) & (df['Experience'] >= 10.0),308.0,3169.0,8.858211101524303
503,2.0,(df['Securities Account'] == 0) & (df['Experience'] >= 14.0),267.0,2802.0,8.699902248289346
504,2.0,(df['Securities Account'] == 0) & (df['Experience'] >= 19.0),231.0,2279.0,9.203187250996017
505,2.0,(df['Securities Account'] == 0) & (df['Experience'] >= 24.0),170.0,1694.0,9.120171673819742
506,2.0,(df['Securities Account'] == 0) & (df['Experience'] >= 29.0),118.0,1140.0,9.379968203497615
507,2.0,(df['Securities Account'] == 0) & (df['Experience'] >= 33.0),76.0,729.0,9.440993788819876
508,2.0,(df['Securities Account'] == 0) & (df['Experience'] >= 38.0),24.0,226.0,9.6
509,2.0,(df['Securities Account'] == 1) & (df['Experience'] >= 0.0),60.0,462.0,11.494252873563218
510,2.0,(df['Securities Account'] == 1) & (df['Experience'] >= 5.0),55.0,425.0,11.458333333333332
511,2.0,(df['Securities Account'] == 1) & (df['Experience'] >= 10.0),46.0,358.0,11.386138613861387
512,2.0,(df['Securities Account'] == 1) & (df['Experience'] >= 14.0),40.0,319.0,11.142061281337048
513,2.0,(df['Securities Account'] == 1) & (df['Experience'] >= 19.0),29.0,254.0,10.247349823321555
514,2.0,(df['Securities Account'] == 1) & (df['Experience'] >= 24.0),22.0,191.0,10.328638497652582
515,2.0,(df['Securities Account'] == 1) & (df['Experience'] >= 29.0),17.0,132.0,11.409395973154362
516,2.0,(df['Securities Account'] == 1) & (df['Experience'] >= 33.0),8.0,86.0,8.51063829787234
517,2.0,(df['Securities Account'] == 1) & (df['Experience'] >= 38.0),5.0,29.0,14.705882352941178
518,2.0,(df['Securities Account'] == 0) & (df['Income'] >= 7.0),420.0,4058.0,9.379187137114783
519,2.0,(df['Securities Account'] == 0) & (df['Income'] >= 62.0),419.0,1910.0,17.99055388578789
520,2.0,(df['Securities Account'] == 0) & (df['Income'] >= 116.0),339.0,495.0,40.647482014388494
521,2.0,(df['Securities Account'] == 0) & (df['Income'] >= 170.0),126.0,116.0,52.066115702479344
522,2.0,(df['Securities Account'] == 1) & (df['Income'] >= 7.0),60.0,462.0,11.494252873563218
523,2.0,(df['Securities Account'] == 1) & (df['Income'] >= 62.0),60.0,222.0,21.27659574468085
524,2.0,(df['Securities Account'] == 1) & (df['Income'] >= 116.0),42.0,46.0,47.72727272727273
525,2.0,(df['Securities Account'] == 1) & (df['Income'] >= 170.0),13.0,6.0,68.42105263157895
526,2.0,(df['Securities Account'] == 0) & (df['Mortgage'] >= -2.0),420.0,4058.0,9.379187137114783
527,2.0,(df['Securities Account'] == 0) & (df['Mortgage'] >= 159.0),115.0,534.0,17.719568567026194
528,2.0,(df['Securities Account'] == 0) & (df['Mortgage'] >= 318.0),55.0,90.0,37.93103448275862
529,2.0,(df['Securities Account'] == 0) & (df['Mortgage'] >= 476.0),16.0,11.0,59.25925925925925
530,2.0,(df['Securities Account'] == 1) & (df['Mortgage'] >= -2.0),60.0,462.0,11.494252873563218
531,2.0,(df['Securities Account'] == 1) & (df['Mortgage'] >= 159.0),16.0,59.0,21.333333333333336
532,2.0,(df['Securities Account'] == 1) & (df['Mortgage'] >= 318.0),8.0,10.0,44.44444444444444
533,2.0,(df['Securities Account'] == 1) & (df['Mortgage'] >= 476.0),3.0,1.0,75.0
534,2.0,(df['CD Account'] == 0) & (df['Online'] == 0),175.0,1822.0,8.763144717075614
535,2.0,(df['CD Account'] == 0) & (df['Online'] == 1),165.0,2536.0,6.108848574602
536,2.0,(df['CD Account'] == 1) & (df['Online'] == 0),14.0,5.0,73.68421052631578
537,2.0,(df['CD Account'] == 1) & (df['Online'] == 1),126.0,157.0,44.522968197879855
538,2.0,(df['CD Account'] == 0) & (df['CreditCard'] == 0),290.0,3178.0,8.362168396770473
539,2.0,(df['CD Account'] == 0) & (df['CreditCard'] == 1),50.0,1180.0,4.0650406504065035
540,2.0,(df['CD Account'] == 1) & (df['CreditCard'] == 0),47.0,15.0,75.80645161290323
541,2.0,(df['CD Account'] == 1) & (df['CreditCard'] == 1),93.0,147.0,38.75
542,2.0,(df['CD Account'] == 0) & (df['ZIPCode Prefix'] >= 90),340.0,4358.0,7.237122179650915
543,2.0,(df['CD Account'] == 0) & (df['ZIPCode Prefix'] >= 91),293.0,3739.0,7.26686507936508
